ID;SKU;Producto Nombre;Marca;Línea / Variante;Presentación / Formato;Categoría;Subcategoría;Contenido Neto;Unidad;EAN / Código de Barras;Costo sin IVA;Costo con IVA;Precio de Venta
1201;EMO-GEE-BLU-25000PUF;Geek Bar 25000 puffs Blue Razz Ice (Desechable);Geek Bar;Blue Razz Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.307,29;$ 5.211,82;$ 9.461,08
1202;EMO-GEE-STR-25000PUF;Geek Bar 25000 puffs Strawberry Kiwi Ice (Desechable);Geek Bar;Strawberry Kiwi Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 3.609,52;$ 4.367,52;$ 6.334,02
1203;EMO-GEE-WAT-25000PUF;Geek Bar 25000 puffs Watermelon Ice (Desechable);Geek Bar;Watermelon Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 3.425,96;$ 4.145,41;$ 5.745,94
1204;EMO-GEE-MAN-25000PUF;Geek Bar 25000 puffs Mango Ice (Desechable);Geek Bar;Mango Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 9.536,43;$ 11.539,08;$ 15.849,93
1205;EMO-GEE-PEA-25000PUF;Geek Bar 25000 puffs Peach Ice (Desechable);Geek Bar;Peach Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 3.794,00;$ 4.590,74;$ 7.193,68
1206;EMO-GEE-GRA-25000PUF;Geek Bar 25000 puffs Grape Ice (Desechable);Geek Bar;Grape Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.821,34;$ 5.833,82;$ 9.964,19
1207;EMO-GEE-BAN-25000PUF;Geek Bar 25000 puffs Banana Ice (Desechable);Geek Bar;Banana Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 7.344,86;$ 8.887,28;$ 12.391,70
1208;EMO-GEE-PIN-25000PUF;Geek Bar 25000 puffs Pineapple Ice (Desechable);Geek Bar;Pineapple Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.827,99;$ 5.841,87;$ 10.025,85
1209;EMO-GEE-APP-25000PUF;Geek Bar 25000 puffs Apple Ice (Desechable);Geek Bar;Apple Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 11.431,33;$ 13.831,91;$ 22.210,14
1210;EMO-GEE-BER-25000PUF;Geek Bar 25000 puffs Berry Mix (Desechable);Geek Bar;Berry Mix;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 11.360,01;$ 13.745,61;$ 20.309,44
1211;EMO-GEE-CHE-25000PUF;Geek Bar 25000 puffs Cherry Ice (Desechable);Geek Bar;Cherry Ice;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.777,86;$ 5.781,21;$ 10.768,38
1212;EMO-GEE-LEM-25000PUF;Geek Bar 25000 puffs Lemon Lime (Desechable);Geek Bar;Lemon Lime;Desechable (25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 8.578,87;$ 10.380,43;$ 17.881,50
1213;EMO-GEE-BLU-25000PUF-P2;Geek Bar 25000 puffs Blue Razz Ice Pack x2;Geek Bar;Blue Razz Ice;Pack x2 (Desechable 25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 4.657,65;$ 5.635,76;$ 10.540,73
1214;EMO-GEE-MAN-25000PUF-P5;Geek Bar 25000 puffs Mango Ice Pack x5;Geek Bar;Mango Ice;Pack x5 (Desechable 25000 puffs);EMON;Vape Desechable;25000;puffs;;$ 7.017,05;$ 8.490,63;$ 11.838,59
1215;EMO-HQD-ICE-6000PUF;HQD 6000 puffs Ice Mint (Desechable);HQD;Ice Mint;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 10.492,74;$ 12.696,22;$ 20.920,44
1216;EMO-HQD-COO-6000PUF;HQD 6000 puffs Cool Menthol (Desechable);HQD;Cool Menthol;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 5.556,84;$ 6.723,78;$ 10.501,79
1217;EMO-HQD-BLU-6000PUF;HQD 6000 puffs Blue Razz Ice (Desechable);HQD;Blue Razz Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 10.380,79;$ 12.560,76;$ 19.764,34
1218;EMO-HQD-STR-6000PUF;HQD 6000 puffs Strawberry Kiwi Ice (Desechable);HQD;Strawberry Kiwi Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 8.085,93;$ 9.783,98;$ 15.722,11
1219;EMO-HQD-WAT-6000PUF;HQD 6000 puffs Watermelon Ice (Desechable);HQD;Watermelon Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 8.083,40;$ 9.780,91;$ 15.080,67
1220;EMO-HQD-MAN-6000PUF;HQD 6000 puffs Mango Ice (Desechable);HQD;Mango Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 4.308,02;$ 5.212,70;$ 9.401,98
1221;EMO-HQD-PEA-6000PUF;HQD 6000 puffs Peach Ice (Desechable);HQD;Peach Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 14.572,31;$ 17.632,50;$ 30.691,37
1222;EMO-HQD-GRA-6000PUF;HQD 6000 puffs Grape Ice (Desechable);HQD;Grape Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 5.923,63;$ 7.167,59;$ 12.869,77
1223;EMO-HQD-BAN-6000PUF;HQD 6000 puffs Banana Ice (Desechable);HQD;Banana Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 8.565,27;$ 10.363,98;$ 19.417,76
1224;EMO-HQD-PIN-6000PUF;HQD 6000 puffs Pineapple Ice (Desechable);HQD;Pineapple Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 7.681,46;$ 9.294,57;$ 15.313,64
1225;EMO-HQD-APP-6000PUF;HQD 6000 puffs Apple Ice (Desechable);HQD;Apple Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 8.190,63;$ 9.910,66;$ 17.511,80
1226;EMO-HQD-BER-6000PUF;HQD 6000 puffs Berry Mix (Desechable);HQD;Berry Mix;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 7.466,10;$ 9.033,98;$ 15.279,30
1227;EMO-HQD-CHE-6000PUF;HQD 6000 puffs Cherry Ice (Desechable);HQD;Cherry Ice;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 6.791,54;$ 8.217,76;$ 14.631,07
1228;EMO-HQD-LEM-6000PUF;HQD 6000 puffs Lemon Lime (Desechable);HQD;Lemon Lime;Desechable (6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 9.710,83;$ 11.750,10;$ 19.521,93
1229;EMO-HQD-BLU-6000PUF-P2;HQD 6000 puffs Blue Razz Ice Pack x2;HQD;Blue Razz Ice;Pack x2 (Desechable 6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 6.608,50;$ 7.996,28;$ 14.144,19
1230;EMO-HQD-MAN-6000PUF-P5;HQD 6000 puffs Mango Ice Pack x5;HQD;Mango Ice;Pack x5 (Desechable 6000 puffs);EMON;Vape Desechable;6000;puffs;;$ 12.015,85;$ 14.539,18;$ 26.482,36
1231;EMO-HQD-ICE-12000PUF;HQD 12000 puffs Ice Mint (Desechable);HQD;Ice Mint;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 8.617,32;$ 10.426,96;$ 17.492,33
1232;EMO-HQD-COO-12000PUF;HQD 12000 puffs Cool Menthol (Desechable);HQD;Cool Menthol;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 10.061,44;$ 12.174,34;$ 22.874,61
1233;EMO-HQD-BLU-12000PUF;HQD 12000 puffs Blue Razz Ice (Desechable);HQD;Blue Razz Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 11.832,13;$ 14.316,88;$ 22.931,61
1234;EMO-HQD-STR-12000PUF;HQD 12000 puffs Strawberry Kiwi Ice (Desechable);HQD;Strawberry Kiwi Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 8.971,96;$ 10.856,07;$ 19.039,38
1235;EMO-HQD-WAT-12000PUF;HQD 12000 puffs Watermelon Ice (Desechable);HQD;Watermelon Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 4.760,08;$ 5.759,70;$ 9.095,54
1236;EMO-HQD-MAN-12000PUF;HQD 12000 puffs Mango Ice (Desechable);HQD;Mango Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 4.864,65;$ 5.886,23;$ 8.224,29
1237;EMO-HQD-PEA-12000PUF;HQD 12000 puffs Peach Ice (Desechable);HQD;Peach Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 5.769,05;$ 6.980,55;$ 10.588,31
1238;EMO-HQD-GRA-12000PUF;HQD 12000 puffs Grape Ice (Desechable);HQD;Grape Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 6.845,61;$ 8.283,19;$ 15.390,98
1239;EMO-HQD-BAN-12000PUF;HQD 12000 puffs Banana Ice (Desechable);HQD;Banana Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 8.279,56;$ 10.018,27;$ 13.610,76
1240;EMO-HQD-PIN-12000PUF;HQD 12000 puffs Pineapple Ice (Desechable);HQD;Pineapple Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 7.132,21;$ 8.629,97;$ 15.528,84
1241;EMO-HQD-APP-12000PUF;HQD 12000 puffs Apple Ice (Desechable);HQD;Apple Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 10.468,90;$ 12.667,37;$ 19.248,79
1242;EMO-HQD-BER-12000PUF;HQD 12000 puffs Berry Mix (Desechable);HQD;Berry Mix;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 4.159,77;$ 5.033,32;$ 9.137,52
1243;EMO-HQD-CHE-12000PUF;HQD 12000 puffs Cherry Ice (Desechable);HQD;Cherry Ice;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 5.215,80;$ 6.311,12;$ 10.129,15
1244;EMO-HQD-LEM-12000PUF;HQD 12000 puffs Lemon Lime (Desechable);HQD;Lemon Lime;Desechable (12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 3.075,59;$ 3.721,46;$ 6.515,48
1245;EMO-HQD-BLU-12000PUF-P2;HQD 12000 puffs Blue Razz Ice Pack x2;HQD;Blue Razz Ice;Pack x2 (Desechable 12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 12.045,06;$ 14.574,52;$ 24.506,20
1246;EMO-HQD-MAN-12000PUF-P5;HQD 12000 puffs Mango Ice Pack x5;HQD;Mango Ice;Pack x5 (Desechable 12000 puffs);EMON;Vape Desechable;12000;puffs;;$ 12.524,19;$ 15.154,27;$ 21.687,22
1247;EMO-HQD-ICE-20000PUF;HQD 20000 puffs Ice Mint (Desechable);HQD;Ice Mint;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 10.748,69;$ 13.005,91;$ 22.391,40
1248;EMO-HQD-COO-20000PUF;HQD 20000 puffs Cool Menthol (Desechable);HQD;Cool Menthol;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 7.860,53;$ 9.511,24;$ 15.228,83
1249;EMO-HQD-BLU-20000PUF;HQD 20000 puffs Blue Razz Ice (Desechable);HQD;Blue Razz Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 6.157,74;$ 7.450,87;$ 11.999,54
1250;EMO-HQD-STR-20000PUF;HQD 20000 puffs Strawberry Kiwi Ice (Desechable);HQD;Strawberry Kiwi Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 13.778,06;$ 16.671,45;$ 25.550,67
1251;EMO-HQD-WAT-20000PUF;HQD 20000 puffs Watermelon Ice (Desechable);HQD;Watermelon Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 2.648,45;$ 3.204,62;$ 6.022,27
1252;EMO-HQD-MAN-20000PUF;HQD 20000 puffs Mango Ice (Desechable);HQD;Mango Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 3.001,71;$ 3.632,07;$ 6.245,19
1253;EMO-HQD-PEA-20000PUF;HQD 20000 puffs Peach Ice (Desechable);HQD;Peach Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 12.420,41;$ 15.028,70;$ 24.925,41
1254;EMO-HQD-GRA-20000PUF;HQD 20000 puffs Grape Ice (Desechable);HQD;Grape Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 8.726,29;$ 10.558,81;$ 17.454,23
1255;EMO-HQD-BAN-20000PUF;HQD 20000 puffs Banana Ice (Desechable);HQD;Banana Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 10.391,03;$ 12.573,15;$ 21.229,11
1256;EMO-HQD-PIN-20000PUF;HQD 20000 puffs Pineapple Ice (Desechable);HQD;Pineapple Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 4.779,82;$ 5.783,58;$ 9.008,27
1257;EMO-HQD-APP-20000PUF;HQD 20000 puffs Apple Ice (Desechable);HQD;Apple Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 7.298,78;$ 8.831,52;$ 14.501,75
1258;EMO-HQD-BER-20000PUF;HQD 20000 puffs Berry Mix (Desechable);HQD;Berry Mix;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 8.301,51;$ 10.044,83;$ 15.613,83
1259;EMO-HQD-CHE-20000PUF;HQD 20000 puffs Cherry Ice (Desechable);HQD;Cherry Ice;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 3.186,06;$ 3.855,13;$ 6.216,29
1260;EMO-HQD-LEM-20000PUF;HQD 20000 puffs Lemon Lime (Desechable);HQD;Lemon Lime;Desechable (20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 11.720,27;$ 14.181,53;$ 23.264,06
1261;EMO-HQD-BLU-20000PUF-P2;HQD 20000 puffs Blue Razz Ice Pack x2;HQD;Blue Razz Ice;Pack x2 (Desechable 20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 2.521,10;$ 3.050,53;$ 4.749,05
1262;EMO-HQD-MAN-20000PUF-P5;HQD 20000 puffs Mango Ice Pack x5;HQD;Mango Ice;Pack x5 (Desechable 20000 puffs);EMON;Vape Desechable;20000;puffs;;$ 14.002,76;$ 16.943,34;$ 23.814,27
1263;EMO-VEE-ICE-800PUF;Veev 800 puffs Ice Mint (Desechable);Veev;Ice Mint;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 7.855,86;$ 9.505,59;$ 15.243,11
1264;EMO-VEE-COO-800PUF;Veev 800 puffs Cool Menthol (Desechable);Veev;Cool Menthol;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 6.455,11;$ 7.810,68;$ 13.606,89
1265;EMO-VEE-BLU-800PUF;Veev 800 puffs Blue Razz Ice (Desechable);Veev;Blue Razz Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 5.642,39;$ 6.827,29;$ 11.014,59
1266;EMO-VEE-STR-800PUF;Veev 800 puffs Strawberry Kiwi Ice (Desechable);Veev;Strawberry Kiwi Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 5.738,74;$ 6.943,88;$ 10.061,85
1267;EMO-VEE-WAT-800PUF;Veev 800 puffs Watermelon Ice (Desechable);Veev;Watermelon Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 6.952,70;$ 8.412,77;$ 15.256,19
1268;EMO-VEE-MAN-800PUF;Veev 800 puffs Mango Ice (Desechable);Veev;Mango Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 14.466,50;$ 17.504,47;$ 32.665,63
1269;EMO-VEE-PEA-800PUF;Veev 800 puffs Peach Ice (Desechable);Veev;Peach Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 8.718,00;$ 10.548,78;$ 15.810,40
1270;EMO-VEE-GRA-800PUF;Veev 800 puffs Grape Ice (Desechable);Veev;Grape Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 6.041,39;$ 7.310,08;$ 10.494,49
1271;EMO-VEE-BAN-800PUF;Veev 800 puffs Banana Ice (Desechable);Veev;Banana Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 7.549,88;$ 9.135,35;$ 14.385,66
1272;EMO-VEE-PIN-800PUF;Veev 800 puffs Pineapple Ice (Desechable);Veev;Pineapple Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 7.033,98;$ 8.511,12;$ 14.637,60
1273;EMO-VEE-APP-800PUF;Veev 800 puffs Apple Ice (Desechable);Veev;Apple Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 12.542,65;$ 15.176,61;$ 22.141,49
1274;EMO-VEE-BER-800PUF;Veev 800 puffs Berry Mix (Desechable);Veev;Berry Mix;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 4.859,72;$ 5.880,26;$ 10.782,30
1275;EMO-VEE-CHE-800PUF;Veev 800 puffs Cherry Ice (Desechable);Veev;Cherry Ice;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 3.595,24;$ 4.350,24;$ 7.965,76
1276;EMO-VEE-LEM-800PUF;Veev 800 puffs Lemon Lime (Desechable);Veev;Lemon Lime;Desechable (800 puffs);EMON;Vape Desechable;800;puffs;;$ 10.103,71;$ 12.225,49;$ 17.806,44
1277;EMO-VEE-BLU-800PUF-P2;Veev 800 puffs Blue Razz Ice Pack x2;Veev;Blue Razz Ice;Pack x2 (Desechable 800 puffs);EMON;Vape Desechable;800;puffs;;$ 5.929,64;$ 7.174,86;$ 9.834,43
1278;EMO-VEE-MAN-800PUF-P5;Veev 800 puffs Mango Ice Pack x5;Veev;Mango Ice;Pack x5 (Desechable 800 puffs);EMON;Vape Desechable;800;puffs;;$ 11.165,06;$ 13.509,72;$ 24.279,64
1279;EMO-VEE-ICE-1200PUF;Veev 1200 puffs Ice Mint (Desechable);Veev;Ice Mint;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 8.040,22;$ 9.728,67;$ 17.310,50
1280;EMO-VEE-COO-1200PUF;Veev 1200 puffs Cool Menthol (Desechable);Veev;Cool Menthol;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 11.082,92;$ 13.410,33;$ 18.255,05
1281;EMO-VEE-BLU-1200PUF;Veev 1200 puffs Blue Razz Ice (Desechable);Veev;Blue Razz Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 4.780,36;$ 5.784,24;$ 8.332,03
1282;EMO-VEE-STR-1200PUF;Veev 1200 puffs Strawberry Kiwi Ice (Desechable);Veev;Strawberry Kiwi Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 7.876,57;$ 9.530,65;$ 15.009,22
1283;EMO-VEE-WAT-1200PUF;Veev 1200 puffs Watermelon Ice (Desechable);Veev;Watermelon Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 14.653,59;$ 17.730,84;$ 29.846,00
1284;EMO-VEE-MAN-1200PUF;Veev 1200 puffs Mango Ice (Desechable);Veev;Mango Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 10.707,84;$ 12.956,49;$ 23.046,96
1285;EMO-VEE-PEA-1200PUF;Veev 1200 puffs Peach Ice (Desechable);Veev;Peach Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 14.095,38;$ 17.055,41;$ 24.603,74
1286;EMO-VEE-GRA-1200PUF;Veev 1200 puffs Grape Ice (Desechable);Veev;Grape Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 14.668,91;$ 17.749,38;$ 31.862,98
1287;EMO-VEE-BAN-1200PUF;Veev 1200 puffs Banana Ice (Desechable);Veev;Banana Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 6.437,28;$ 7.789,11;$ 13.257,48
1288;EMO-VEE-PIN-1200PUF;Veev 1200 puffs Pineapple Ice (Desechable);Veev;Pineapple Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 11.377,87;$ 13.767,22;$ 18.707,45
1289;EMO-VEE-APP-1200PUF;Veev 1200 puffs Apple Ice (Desechable);Veev;Apple Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 13.203,05;$ 15.975,69;$ 22.808,01
1290;EMO-VEE-BER-1200PUF;Veev 1200 puffs Berry Mix (Desechable);Veev;Berry Mix;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 12.590,71;$ 15.234,76;$ 22.140,14
1291;EMO-VEE-CHE-1200PUF;Veev 1200 puffs Cherry Ice (Desechable);Veev;Cherry Ice;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 12.888,11;$ 15.594,61;$ 23.471,48
1292;EMO-VEE-LEM-1200PUF;Veev 1200 puffs Lemon Lime (Desechable);Veev;Lemon Lime;Desechable (1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 3.292,54;$ 3.983,97;$ 5.783,32
1293;EMO-VEE-BLU-1200PUF-P2;Veev 1200 puffs Blue Razz Ice Pack x2;Veev;Blue Razz Ice;Pack x2 (Desechable 1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 11.391,16;$ 13.783,30;$ 19.738,80
1294;EMO-VEE-MAN-1200PUF-P5;Veev 1200 puffs Mango Ice Pack x5;Veev;Mango Ice;Pack x5 (Desechable 1200 puffs);EMON;Vape Desechable;1200;puffs;;$ 6.884,76;$ 8.330,56;$ 12.024,80
1295;CUI-TUL-CLÁ-3UNX;Preservativos Tulipán Clásico x3;Tulipán;Clásico;Caja x3;Cuidado Personal;Preservativos;3;un;;$ 1.489,56;$ 1.802,37;$ 2.937,65
1296;CUI-TUL-CLÁ-6UNX;Preservativos Tulipán Clásico x6;Tulipán;Clásico;Caja x6;Cuidado Personal;Preservativos;6;un;;$ 849,94;$ 1.028,43;$ 1.512,82
1297;CUI-TUL-CLÁ-12UNX;Preservativos Tulipán Clásico x12;Tulipán;Clásico;Caja x12;Cuidado Personal;Preservativos;12;un;;$ 2.527,22;$ 3.057,94;$ 5.736,01
1298;CUI-TUL-CLÁ-12UNX-P2;Preservativos Tulipán Clásico Multipack x2 (caja x12);Tulipán;Clásico;Multipack x2 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 1.679,88;$ 2.032,65;$ 2.846,20
1299;CUI-TUL-CLÁ-12UNX-P4;Preservativos Tulipán Clásico Multipack x4 (caja x12);Tulipán;Clásico;Multipack x4 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 548,40;$ 663,56;$ 1.139,18
1300;CUI-TUL-ULT-3UNX;Preservativos Tulipán Ultra Fino x3;Tulipán;Ultra Fino;Caja x3;Cuidado Personal;Preservativos;3;un;;$ 485,97;$ 588,02;$ 1.050,18
1301;CUI-TUL-ULT-6UNX;Preservativos Tulipán Ultra Fino x6;Tulipán;Ultra Fino;Caja x6;Cuidado Personal;Preservativos;6;un;;$ 594,08;$ 718,84;$ 1.224,64
1302;CUI-TUL-ULT-12UNX;Preservativos Tulipán Ultra Fino x12;Tulipán;Ultra Fino;Caja x12;Cuidado Personal;Preservativos;12;un;;$ 1.794,34;$ 2.171,15;$ 2.970,00
1303;CUI-TUL-ULT-12UNX-P2;Preservativos Tulipán Ultra Fino Multipack x2 (caja x12);Tulipán;Ultra Fino;Multipack x2 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 2.566,67;$ 3.105,67;$ 5.694,03
1304;CUI-TUL-ULT-12UNX-P4;Preservativos Tulipán Ultra Fino Multipack x4 (caja x12);Tulipán;Ultra Fino;Multipack x4 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 1.857,76;$ 2.247,89;$ 4.240,73
1305;CUI-TUL-TEX-3UNX;Preservativos Tulipán Texturado x3;Tulipán;Texturado;Caja x3;Cuidado Personal;Preservativos;3;un;;$ 2.916,66;$ 3.529,16;$ 6.460,81
1306;CUI-TUL-TEX-6UNX;Preservativos Tulipán Texturado x6;Tulipán;Texturado;Caja x6;Cuidado Personal;Preservativos;6;un;;$ 1.646,49;$ 1.992,25;$ 2.910,47
1307;CUI-TUL-TEX-12UNX;Preservativos Tulipán Texturado x12;Tulipán;Texturado;Caja x12;Cuidado Personal;Preservativos;12;un;;$ 613,86;$ 742,77;$ 1.131,25
1308;CUI-TUL-TEX-12UNX-P2;Preservativos Tulipán Texturado Multipack x2 (caja x12);Tulipán;Texturado;Multipack x2 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 2.341,48;$ 2.833,19;$ 4.865,34
1309;CUI-TUL-TEX-12UNX-P4;Preservativos Tulipán Texturado Multipack x4 (caja x12);Tulipán;Texturado;Multipack x4 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 1.192,79;$ 1.443,28;$ 2.357,47
1310;CUI-TUL-EXT-3UNX;Preservativos Tulipán Extra Seguro x3;Tulipán;Extra Seguro;Caja x3;Cuidado Personal;Preservativos;3;un;;$ 1.261,11;$ 1.525,94;$ 2.473,73
1311;CUI-TUL-EXT-6UNX;Preservativos Tulipán Extra Seguro x6;Tulipán;Extra Seguro;Caja x6;Cuidado Personal;Preservativos;6;un;;$ 2.310,44;$ 2.795,63;$ 4.398,89
1312;CUI-TUL-EXT-12UNX;Preservativos Tulipán Extra Seguro x12;Tulipán;Extra Seguro;Caja x12;Cuidado Personal;Preservativos;12;un;;$ 1.124,67;$ 1.360,85;$ 2.406,54
1313;CUI-TUL-EXT-12UNX-P2;Preservativos Tulipán Extra Seguro Multipack x2 (caja x12);Tulipán;Extra Seguro;Multipack x2 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 1.852,33;$ 2.241,32;$ 4.158,56
1314;CUI-TUL-EXT-12UNX-P4;Preservativos Tulipán Extra Seguro Multipack x4 (caja x12);Tulipán;Extra Seguro;Multipack x4 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 2.239,38;$ 2.709,65;$ 3.848,85
1315;CUI-TUL-SAB-3UNX;Preservativos Tulipán Saborizado x3;Tulipán;Saborizado;Caja x3;Cuidado Personal;Preservativos;3;un;;$ 2.522,68;$ 3.052,44;$ 5.077,06
1316;CUI-TUL-SAB-6UNX;Preservativos Tulipán Saborizado x6;Tulipán;Saborizado;Caja x6;Cuidado Personal;Preservativos;6;un;;$ 1.791,94;$ 2.168,25;$ 4.060,96
1317;CUI-TUL-SAB-12UNX;Preservativos Tulipán Saborizado x12;Tulipán;Saborizado;Caja x12;Cuidado Personal;Preservativos;12;un;;$ 672,14;$ 813,29;$ 1.504,96
1318;CUI-TUL-SAB-12UNX-P2;Preservativos Tulipán Saborizado Multipack x2 (caja x12);Tulipán;Saborizado;Multipack x2 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 915,54;$ 1.107,80;$ 1.920,01
1319;CUI-TUL-SAB-12UNX-P4;Preservativos Tulipán Saborizado Multipack x4 (caja x12);Tulipán;Saborizado;Multipack x4 (caja x12);Cuidado Personal;Preservativos;12;un;;$ 1.740,54;$ 2.106,05;$ 3.001,29
1320;CUI-PRI-CLÁ-3UNX;Preservativos Prime Clásico x3;Prime;Clásico;Caja x3;Cuidado Personal;Preservativos;3;un;;$ 2.781,16;$ 3.365,20;$ 5.499,56
